Entity,Code,Year,Death rate from amphetamine use disorders among both sexes,Death rate from opioid use disorders among both sexes,Total deaths from opioid use disorders among both sexes,Total deaths from cocaine use disorders among both sexes,Total deaths from other drug use disorders among both sexes,Total deaths from amphetamine use disorders among both sexes,Total deaths from drug use disorders among both sexes,Total deaths from mental and substance use disorders among both sexes,Total deaths from substance use disorders among both sexes,Period life expectancy at birth - Sex: total - Age: 0,Prevalence of current tobacco use (% of adults),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Population,Normalized Total deaths from opioid use disorders among both sexes,Normalized Total deaths from cocaine use disorders among both sexes,Normalized Total deaths from other drug use disorders among both sexes,Normalized Total deaths from amphetamine use disorders among both sexes,Normalized Total deaths from drug use disorders among both sexes,Normalized Total deaths from mental and substance use disorders among both sexes,Normalized Total deaths from substance use disorders among both sexes
Denmark,DNK,2014,0.24,2.75,155.36,11.99,37.19,13.46,218.0,993.9,918.48,80.6319,,,5643475.0,2.752913763239848e-05,2.1245774987928536e-06,6.589911357807025e-06,2.3850553072353473e-06,3.8628681796233704e-05,0.00017611489374897557,0.00016275078741378318
Denmark,DNK,2015,0.21,2.4,136.02,10.67,31.86,11.74,190.29,1062.63,942.67,80.7394,21.1,9.61349,5683483.0,2.3932507583817883e-05,1.877369915595771e-06,5.60571747993264e-06,2.0656347524924417e-06,3.348122973183873e-05,0.00018696809685187765,0.00016586132130596678
Denmark,DNK,2016,0.29,3.27,186.84,15.97,45.69,16.46,264.96,1068.79,972.0,80.8814,,,5728010.0,3.26186581378175e-05,2.788053791805531e-06,7.976592219636487e-06,2.8735983351984373e-06,4.625690248445795e-05,0.00018659010721000835,0.0001696924411793974
Denmark,DNK,2017,0.24,2.92,167.31,13.9,42.25,14.02,237.47,919.46,827.9,81.1116,,,5764980.0,2.9021783249898525e-05,2.411109839062755e-06,7.328733143913769e-06,2.4319251758028647e-06,4.1191816797282906e-05,0.0001594905793255137,0.00014360847739280968
Denmark,DNK,2018,0.24,2.72,156.62,13.91,41.27,14.1,225.9,862.89,759.25,80.9909,18.1,,5793636.0,2.703311012290037e-05,2.400910240132449e-06,7.123333257387934e-06,2.4337048444189453e-06,3.89910584648397e-05,0.0001489375583830258,0.00013104896476064427
Denmark,DNK,2019,0.26,2.84,164.36,14.47,41.82,15.18,235.83,790.85,731.17,81.4343,18.1,9.40172,5814422.0,2.82676420803306e-05,2.48863945547812e-06,7.192460402770903e-06,2.6107496153529963e-06,4.055949155393262e-05,0.0001360152393479524,0.00012575110647283598
Denmark,DNK,2020,0.28,2.8,163.16,14.18,42.77,16.05,236.16,819.79,739.07,81.5458,17.5,,5831404.0,2.7979539747203245e-05,2.4316613974953546e-06,7.334425808947554e-06,2.7523388878561665e-06,4.049796584150232e-05,0.0001405819250389786,0.00012673963251388516
Denmark,DNK,2021,0.28,2.82,165.1,14.55,42.65,16.35,238.65,894.0,818.42004,81.4363,,,5856733.0,2.8189777474916475e-05,2.4843201832830692e-06,7.282216894640749e-06,2.7916587626582945e-06,4.074797331549859e-05,0.00015264482775636178,0.0001397400291254527
Denmark,DNK,2022,,,,,,,,,,81.2906,,,5903037.0,,,,,,,
Denmark,DNK,2023,,,,,,,,,,81.9328,,,5946952.0,,,,,,,
Estonia,EST,1960,,,,,,,,,,69.3354,,,1211537.0,,,,,,,
Estonia,EST,1961,,,,,,,,,,69.641,,,1225077.0,,,,,,,
Estonia,EST,1962,,,,,,,,,,69.8447,,,1241623.0,,,,,,,
Estonia,EST,1963,,,,,,,,,,69.885,,,1258857.0,,,,,,,
Estonia,EST,1964,,,,,,,,,,70.6483,,,1277086.0,,,,,,,
Estonia,EST,1965,,,,,,,,,,70.715,,,1294566.0,,,,,,,
Estonia,EST,1966,,,,,,,,,,70.6646,,,1308597.0,,,,,,,
Estonia,EST,1967,,,,,,,,,,70.9837,,,1318946.0,,,,,,,
Estonia,EST,1968,,,,,,,,,,70.6092,,,1331214.0,,,,,,,
Estonia,EST,1969,,,,,,,,,,70.2727,,,1345249.0,,,,,,,
Estonia,EST,1970,,,,,,,,,,70.3994,,,1360076.0,,,,,,,
Estonia,EST,1971,,,,,,,,,,70.5962,,,1376955.0,,,,,,,
Estonia,EST,1972,,,,,,,,,,70.3819,,,1392518.0,,,,,,,
Estonia,EST,1973,,,,,,,,,,70.6926,,,1405951.0,,,,,,,
Estonia,EST,1974,,,,,,,,,,70.8093,,,1418169.0,,,,,,,
Estonia,EST,1975,,,,,,,,,,70.1215,,,1429352.0,,,,,,,
Estonia,EST,1976,,,,,,,,,,69.7389,,,1439576.0,,,,,,,
Estonia,EST,1977,,,,,,,,,,69.8263,,,1450211.0,,,,,,,
Estonia,EST,1978,,,,,,,,,,69.6581,,,1460188.0,,,,,,,
Estonia,EST,1979,,,,,,,,,,69.4052,,,1468333.0,,,,,,,
Estonia,EST,1980,,,,,,,,,,69.4667,,,1477219.0,,,,,,,
Estonia,EST,1981,,,,,,,,,,69.3358,,,1487666.0,,,,,,,
Estonia,EST,1982,,,,,,,,,,69.8627,,,1498414.0,,,,,,,
Estonia,EST,1983,,,,,,,,,,69.7865,,,1508745.0,,,,,,,
Estonia,EST,1984,,,,,,,,,,69.6384,,,1518617.0,,,,,,,
Estonia,EST,1985,,,,,,,,,,69.7742,,,1528781.0,,,,,,,
Estonia,EST,1986,,,,,,,,,,70.9067,,,1540190.0,,,,,,,
Estonia,EST,1987,,,,,,,,,,70.9219,,,1552221.0,,,,,,,
Estonia,EST,1988,,,,,,,,,,70.9712,,,1561900.0,,,,,,,
Estonia,EST,1989,,,,,,,,,,70.498,,,1568131.0,,,,,,,
Estonia,EST,1990,,,,,,,,,,69.9173,,,1569174.0,,,,,,,
Estonia,EST,1991,,,,,,,,,,69.7947,,,1561314.0,,,,,,,
Estonia,EST,1992,,,,,,,,,,69.1592,,,1533091.0,,,,,,,
Estonia,EST,1993,,,,,,,,,,68.2217,,,1494128.0,,,,,,,
Estonia,EST,1994,,,,,,,,,,66.7441,,,1462514.0,,,,,,,
Estonia,EST,1995,,,,,,,,,,67.8143,,,1436634.0,,,,,,,
Estonia,EST,1996,,,,,,,,,,70.0314,,,1415594.0,,,,,,,
Estonia,EST,1997,,,,,,,,,,70.2438,,,1399535.0,,,,,,,
Estonia,EST,1998,,,,,,,,,,69.8404,,,1386156.0,,,,,,,
Estonia,EST,1999,,,,,,,,,,70.6807,,,1390244.0,,,,,,,
Estonia,EST,2000,0.14,1.54,21.54,1.58,3.95,1.95,29.01,340.36,338.32,71.0142,46.0,10.45458,1396985.0,1.5418920031353237e-05,1.1310071332190395e-06,2.8275178330475993e-06,1.3958632340361563e-06,2.0766149958660975e-05,0.0002436389796597673,0.0002421786919687756
Estonia,EST,2001,0.21,2.42,33.59,2.23,5.63,2.95,44.39,464.69,464.69,70.8336,,,1388115.0,2.4198283283445537e-05,1.6064951390915018e-06,4.055859925150294e-06,2.125184152609834e-06,3.197861848622052e-05,0.00033476333012754706,0.00033476333012754706
Estonia,EST,2002,0.49,5.8,79.96,3.93,11.65,6.82,102.35,365.32,365.31,71.3637,,,1379350.0,5.796933338166527e-05,2.8491680864175155e-06,8.446007177293653e-06,4.944357849711821e-06,7.420161670351977e-05,0.0002648493855801646,0.0002648421357885961
Estonia,EST,2003,0.21,2.14,29.29,1.02,3.71,2.84,36.85,388.21,384.12,71.923,,,1370720.0,2.1368331971518616e-05,7.441344694758959e-07,2.70660674681919e-06,2.0719038169721023e-06,2.6883681568810552e-05,0.0002832161199953309,0.00028023228668145207
Estonia,EST,2004,0.58,6.08,82.85,2.12,9.61,7.93,102.51,454.97,453.92,72.3751,,,1362550.0,6.080510806942864e-05,1.5559062052768707e-06,7.052952185240908e-06,5.819969909361124e-06,7.523393636930755e-05,0.00033391068217680087,0.000333140068254376
Estonia,EST,2005,0.36,3.32,44.92,1.02,5.11,4.81,55.86,436.43,436.43,73.0276,41.6,15.25045,1354775.0,3.315679725415659e-05,7.528925467328524e-07,3.7718440331420347e-06,3.5504050488088424e-06,4.123193888284032e-05,0.00032214205310844975,0.00032214205310844975
Estonia,EST,2006,0.35,3.41,45.95,0.97,5.29,4.75,56.96,369.71,368.69,73.1995,,,1346810.0,3.411765579406152e-05,7.202203725841061e-07,3.927799763886517e-06,3.5268523399737157e-06,4.2292528270505866e-05,0.00027450791128667,0.0002737505661526125
Estonia,EST,2007,0.43,4.08,54.72,1.19,6.17,5.77,67.85,455.29,454.23,73.1534,,,1340680.0,4.081510875078318e-05,8.876092729062863e-07,4.6021421964972995e-06,4.303786138377539e-06,5.060864635856431e-05,0.00033959632425336397,0.0003388056806993466
Estonia,EST,2008,0.42,4.37,58.45,1.18,5.77,5.56,70.96,369.21,364.09,74.2787,,,1337090.0,4.371433486152765e-05,8.825135181625769e-07,4.3153415252526e-06,4.158284034732142e-06,5.307047393967496e-05,0.00027612950511932626,0.0002723002939218751
Estonia,EST,2009,0.72,8.95,119.44,1.93,10.7,9.55,141.62,390.35,387.3,75.1519,,,1334515.0,8.950068002233021e-05,1.446218289041337e-06,8.017894141317258e-06,7.1561578551009175e-06,0.00010612095030778973,0.00029250326897786835,0.00029021779447964245
Estonia,EST,2010,0.56,7.15,95.15,1.33,8.16,7.43,112.07,325.5,322.43,75.8816,37.2,14.22937,1331475.0,7.146210030229634e-05,9.988922060121295e-07,6.128541654931561e-06,5.580277511782046e-06,8.416981167502206e-05,0.00024446572410296853,0.0002421600105146548
Estonia,EST,2011,0.63,8.96,118.91,1.72,9.55,8.33,138.5,390.82,388.72998,76.3462,,,1327439.0,8.957850417231978e-05,1.2957280899536626e-06,7.194304220382255e-06,6.2752412728569825e-06,0.00010433624445266411,0.000294416541927727,0.00029284206656577066
Estonia,EST,2012,0.86,12.17,160.92,2.59,13.74,11.34,188.59,471.89,465.8,76.4159,,,1322696.0,0.00012166060833328293,1.958121896490199e-06,1.0387874462461519e-05,8.573398573821951e-06,0.0001425800032660566,0.00035676376128755205,0.0003521595287201292
Estonia,EST,2013,0.57,8.06,106.28,1.62,8.77,7.45,124.12,309.93,304.83002,77.252,,,1317997.0,8.063751283197154e-05,1.2291378508448805e-06,6.654036390067655e-06,5.652516659749605e-06,9.417320373263369e-05,0.00023515228031626778,0.00023128278744185304
Estonia,EST,2014,0.48,7.28,95.75,1.59,8.14,6.34,111.83,322.37,319.15002,77.1104,,,1314545.0,7.283889102312968e-05,1.2095439867026235e-06,6.192256636326639e-06,4.822961557040649e-06,8.507126039808451e-05,0.00024523314150523567,0.00024278363996668048
Estonia,EST,2015,0.43,6.01,79.0,1.26,6.78,5.66,92.7,282.55,273.34,77.665,33.3,15.05872,1315407.0,6.005745750174661e-05,9.578784361038067e-07,5.154298251415722e-06,4.3028507526567826e-06,7.047248494192292e-05,0.00021480043819137348,0.00020779880295604324
Estonia,EST,2016,0.71,8.87,116.78,2.17,10.89,9.37,139.21,310.99,303.67,77.7631,,,1315790.0,8.87527644988942e-05,1.6491993403202638e-06,8.276396689441324e-06,7.121197151521139e-06,0.00010579955768017693,0.00023635230545907782,0.00023078910768435694
Estonia,EST,2017,0.62,7.78,102.46,1.89,9.83,8.12,122.29,329.67,318.43,78.1814,,,1317384.0,7.777534872140545e-05,1.4346614199049024e-06,7.461757543738196e-06,6.163730544776617e-06,9.282790742866166e-05,0.000250245941957698,0.00024171388144990374
Estonia,EST,2018,0.26,3.23,42.73,1.01,4.76,3.46,51.96,255.43,245.18,78.3339,30.5,,1321977.0,3.232280138005426e-05,7.640072406706017e-07,3.6006677877149147e-06,2.6172921314062195e-06,3.9304768539846e-05,0.00019321818760840772,0.00018546464877981992
Estonia,EST,2019,0.2,2.18,28.96,0.68,3.9,2.68,36.21,219.31,211.28,78.7728,30.5,11.26302,1326898.0,2.1825340003527023e-05,5.124734531214909e-07,2.9391859811379622e-06,2.019748315243523e-06,2.728921137871939e-05,0.00016528022500599142,0.00015922851643457146
Estonia,EST,2020,0.19,2.3,30.61,0.78,3.76,2.56,37.7,239.87,235.95,78.8929,29.7,,1329522.0,2.3023312137745744e-05,5.866770162509534e-07,2.828084078337929e-06,1.9255040533364625e-06,2.8356055785462747e-05,0.00018041822549758486,0.0001774697974159134
Estonia,EST,2021,0.4,3.51,46.68,1.22,6.97,5.3,60.18,306.08,295.79,77.4095,,,1330932.0,3.5073166773358816e-05,9.166508882497378e-07,5.236931714016944e-06,3.98217189157673e-06,4.521643479907313e-05,0.00022997418350449158,0.00022224275920933604
Estonia,EST,2022,,,,,,,,,,78.1674,,,1348840.0,,,,,,,
Estonia,EST,2023,,,,,,,,,,79.1535,,,1370286.0,,,,,,,
Faroe Islands,FRO,1960,,,,,,,,,,72.0184,,,34127.0,,,,,,,
Faroe Islands,FRO,1961,,,,,,,,,,72.6162,,,34557.0,,,,,,,
Faroe Islands,FRO,1962,,,,,,,,,,73.067,,,34963.0,,,,,,,
Faroe Islands,FRO,1963,,,,,,,,,,73.4316,,,35391.0,,,,,,,
Faroe Islands,FRO,1964,,,,,,,,,,73.7209,,,35847.0,,,,,,,
Faroe Islands,FRO,1965,,,,,,,,,,73.961,,,36347.0,,,,,,,
Faroe Islands,FRO,1966,,,,,,,,,,74.1634,,,36816.0,,,,,,,
Faroe Islands,FRO,1967,,,,,,,,,,74.3505,,,37202.0,,,,,,,
Faroe Islands,FRO,1968,,,,,,,,,,74.5535,,,37560.0,,,,,,,
Faroe Islands,FRO,1969,,,,,,,,,,74.7103,,,37907.0,,,,,,,
Faroe Islands,FRO,1970,,,,,,,,,,74.8493,,,38269.0,,,,,,,
Faroe Islands,FRO,1971,,,,,,,,,,74.9927,,,38703.0,,,,,,,
Faroe Islands,FRO,1972,,,,,,,,,,75.0853,,,39172.0,,,,,,,
Faroe Islands,FRO,1973,,,,,,,,,,75.1976,,,39636.0,,,,,,,
Faroe Islands,FRO,1974,,,,,,,,,,75.2428,,,40106.0,,,,,,,
Faroe Islands,FRO,1975,,,,,,,,,,75.3228,,,40568.0,,,,,,,
Faroe Islands,FRO,1976,,,,,,,,,,75.3987,,,41020.0,,,,,,,
Faroe Islands,FRO,1977,,,,,,,,,,75.5215,,,41468.0,,,,,,,
Faroe Islands,FRO,1978,,,,,,,,,,75.6152,,,41968.0,,,,,,,
Faroe Islands,FRO,1979,,,,,,,,,,75.6673,,,42521.0,,,,,,,
Faroe Islands,FRO,1980,,,,,,,,,,75.7515,,,43072.0,,,,,,,
Faroe Islands,FRO,1981,,,,,,,,,,75.8312,,,43626.0,,,,,,,
Faroe Islands,FRO,1982,,,,,,,,,,75.8839,,,44171.0,,,,,,,
Faroe Islands,FRO,1983,,,,,,,,,,75.9261,,,44670.0,,,,,,,
Faroe Islands,FRO,1984,,,,,,,,,,75.9759,,,45141.0,,,,,,,
Faroe Islands,FRO,1985,,,,,,,,,,76.0495,,,45707.0,,,,,,,
Faroe Islands,FRO,1986,,,,,,,,,,76.1619,,,46131.0,,,,,,,
Faroe Islands,FRO,1987,,,,,,,,,,76.3056,,,46701.0,,,,,,,
Faroe Islands,FRO,1988,,,,,,,,,,76.4861,,,47355.0,,,,,,,
Faroe Islands,FRO,1989,,,,,,,,,,76.7012,,,47958.0,,,,,,,
Faroe Islands,FRO,1990,,,,,,,,,,76.8938,,,47740.0,,,,,,,
Faroe Islands,FRO,1991,,,,,,,,,,77.0876,,,47446.0,,,,,,,
Faroe Islands,FRO,1992,,,,,,,,,,77.2675,,,47287.0,,,,,,,
Faroe Islands,FRO,1993,,,,,,,,,,77.4064,,,46473.0,,,,,,,
Faroe Islands,FRO,1994,,,,,,,,,,77.5418,,,44694.0,,,,,,,
Faroe Islands,FRO,1995,,,,,,,,,,77.658,,,43610.0,,,,,,,
Faroe Islands,FRO,1996,,,,,,,,,,77.764,,,43580.0,,,,,,,
Faroe Islands,FRO,1997,,,,,,,,,,77.8983,,,44131.0,,,,,,,
Faroe Islands,FRO,1998,,,,,,,,,,78.0235,,,44674.0,,,,,,,
Faroe Islands,FRO,1999,,,,,,,,,,78.1483,,,45146.0,,,,,,,
Faroe Islands,FRO,2000,,,,,,,,,,78.2507,,,45754.0,,,,,,,
Faroe Islands,FRO,2001,,,,,,,,,,78.3251,,,46635.0,,,,,,,
Faroe Islands,FRO,2002,,,,,,,,,,78.3664,,,47335.0,,,,,,,
Faroe Islands,FRO,2003,,,,,,,,,,78.386,,,48032.0,,,,,,,
Faroe Islands,FRO,2004,,,,,,,,,,78.3755,,,48384.0,,,,,,,
Faroe Islands,FRO,2005,,,,,,,,,,78.365,,,48359.0,,,,,,,
Faroe Islands,FRO,2006,,,,,,,,,,78.3887,,,48335.0,,,,,,,
Faroe Islands,FRO,2007,,,,,,,,,,78.4389,,,48378.0,,,,,,,
Faroe Islands,FRO,2008,,,,,,,,,,78.5182,,,48547.0,,,,,,,
Faroe Islands,FRO,2009,,,,,,,,,,78.6199,,,48791.0,,,,,,,
Faroe Islands,FRO,2010,,,,,,,,,,78.7314,,,48657.0,,,,,,,
Faroe Islands,FRO,2011,,,,,,,,,,78.8897,,,48543.0,,,,,,,
Faroe Islands,FRO,2012,,,,,,,,,,79.0224,,,48291.0,,,,,,,
Faroe Islands,FRO,2013,,,,,,,,,,79.1536,,,48246.0,,,,,,,
Faroe Islands,FRO,2014,,,,,,,,,,79.2999,,,48428.0,,,,,,,
Faroe Islands,FRO,2015,,,,,,,,,,79.4259,,,48901.0,,,,,,,
Faroe Islands,FRO,2016,,,,,,,,,,79.5745,,,49464.0,,,,,,,
Faroe Islands,FRO,2017,,,,,,,,,,79.6943,,,50182.0,,,,,,,
Faroe Islands,FRO,2018,,,,,,,,,,79.8121,,,50998.0,,,,,,,
Faroe Islands,FRO,2019,,,,,,,,,,79.9058,,,51795.0,,,,,,,
Faroe Islands,FRO,2020,,,,,,,,,,79.9822,,,52571.0,,,,,,,
Faroe Islands,FRO,2021,,,,,,,,,,79.7923,,,53315.0,,,,,,,
Faroe Islands,FRO,2022,,,,,,,,,,79.2637,,,53952.0,,,,,,,
Faroe Islands,FRO,2023,,,,,,,,,,80.1792,,,54482.0,,,,,,,
Finland,FIN,1960,,,,,,,,,,68.9929,,,4429634.0,,,,,,,
Finland,FIN,1961,,,,,,,,,,69.0109,,,4461005.0,,,,,,,
Finland,FIN,1962,,,,,,,,,,68.7416,,,4491443.0,,,,,,,
Finland,FIN,1963,,,,,,,,,,69.1788,,,4523309.0,,,,,,,
Finland,FIN,1964,,,,,,,,,,69.379,,,4548543.0,,,,,,,
Finland,FIN,1965,,,,,,,,,,69.1268,,,4563732.0,,,,,,,
Finland,FIN,1966,,,,,,,,,,69.6445,,,4580869.0,,,,,,,
Finland,FIN,1967,,,,,,,,,,69.8168,,,4605744.0,,,,,,,
Finland,FIN,1968,,,,,,,,,,69.7828,,,4626469.0,,,,,,,
Finland,FIN,1969,,,,,,,,,,69.6478,,,4623785.0,,,,,,,
Finland,FIN,1970,,,,,,,,,,70.3247,,,4606307.0,,,,,,,
Finland,FIN,1971,,,,,,,,,,70.1472,,,4612124.0,,,,,,,
Finland,FIN,1972,,,,,,,,,,70.8674,,,4639657.0,,,,,,,
Finland,FIN,1973,,,,,,,,,,71.3665,,,4666081.0,,,,,,,
Finland,FIN,1974,,,,,,,,,,71.2925,,,4690574.0,,,,,,,
Finland,FIN,1975,,,,,,,,,,71.8377,,,4711440.0,,,,,,,
Finland,FIN,1976,,,,,,,,,,71.989,,,4725664.0,,,,,,,
Finland,FIN,1977,,,,,,,,,,72.5135,,,4738902.0,,,,,,,
Finland,FIN,1978,,,,,,,,,,73.0803,,,4752528.0,,,,,,,
Finland,FIN,1979,,,,,,,,,,73.36,,,4764690.0,,,,,,,
Finland,FIN,1980,,,,,,,,,,73.6489,,,4779535.0,,,,,,,
Finland,FIN,1981,,,,,,,,,,73.9645,,,4799964.0,,,,,,,
Finland,FIN,1982,,,,,,,,,,74.5299,,,4826933.0,,,,,,,
Finland,FIN,1983,,,,,,,,,,74.4373,,,4855787.0,,,,,,,
Finland,FIN,1984,,,,,,,,,,74.7434,,,4881803.0,,,,,,,
Finland,FIN,1985,,,,,,,,,,74.4235,,,4902206.0,,,,,,,
Finland,FIN,1986,,,,,,,,,,74.7664,,,4918154.0,,,,,,,
Finland,FIN,1987,,,,,,,,,,74.7988,,,4932123.0,,,,,,,
Finland,FIN,1988,,,,,,,,,,74.7646,,,4946481.0,,,,,,,
Finland,FIN,1989,,,,,,,,,,74.9686,,,4964371.0,,,,,,,
Finland,FIN,1990,,,,,,,,,,74.9892,,,4986431.0,,,,,,,
Finland,FIN,1991,,,,,,,,,,75.4069,,,5013740.0,,,,,,,
Finland,FIN,1992,,,,,,,,,,75.6469,,,5041992.0,,,,,,,
Finland,FIN,1993,,,,,,,,,,75.8848,,,5066447.0,,,,,,,
Finland,FIN,1994,,,,,,,,,,76.5747,,,5088333.0,,,,,,,
Finland,FIN,1995,,,,,,,,,,76.6037,,,5107790.0,,,,,,,
Finland,FIN,1996,,,,,,,,,,76.8695,,,5124573.0,,,,,,,
Finland,FIN,1997,,,,,,,,,,77.0641,,,5139835.0,,,,,,,
Finland,FIN,1998,,,,,,,,,,77.2592,,,5153498.0,,,,,,,
Finland,FIN,1999,,,,,,,,,,77.4507,,,5165474.0,,,,,,,
Finland,FIN,2000,0.13,2.78,144.13,14.56,25.33,6.51,190.53,946.29,901.56006,77.6713,35.7,10.00369,5176209.0,2.784470256127602e-05,2.812869418526184e-06,4.893542745279412e-06,1.257677191937188e-06,3.680879191701881e-05,0.00018281526113029826,0.00017417381330622468
Finland,FIN,2001,0.12,2.6,134.73,13.47,24.32,6.17,178.69,934.37,877.38,78.1423,,,5188008.0,2.596950505858896e-05,2.5963722492332316e-06,4.687733712052873e-06,1.1892811267831507e-06,3.444289214665822e-05,0.00018010188110735372,0.00016911693274181534
Finland,FIN,2002,0.13,2.47,128.59,12.32,23.06,6.69,170.67,838.98,772.26996,78.27,,,5200598.0,2.4726002663539846e-05,2.3689583390217817e-06,4.434105462487198e-06,1.2863905266278994e-06,3.281737984747138e-05,0.00016132375546042975,0.00014849637676282612
Finland,FIN,2003,0.14,2.46,128.44,9.98,22.78,7.45,168.65,918.58,851.89,78.5334,,,5213014.0,2.4638337821459907e-05,1.914439516180083e-06,4.3698328836254805e-06,1.4291156708959539e-06,3.2351725892161425e-05,0.00017620900308343697,0.00016341601998383275
Finland,FIN,2004,0.2,3.06,159.88,11.07,26.39,10.41,207.75,1039.3,972.79,78.8458,,,5228172.0,3.058047822451136e-05,2.117374868309612e-06,5.047653367180728e-06,1.9911357162694724e-06,3.973664217627117e-05,0.00019878841017472262,0.0001860669465350413
Finland,FIN,2005,0.22,3.49,182.92,12.21,30.99,11.42,237.53,1105.66,1016.51,78.9711,31.4,10.94859,5246096.0,3.486783314678191e-05,2.327445018162077e-06,5.9072498863917086e-06,2.176856847453802e-06,4.527747871941345e-05,0.00021075862889279953,0.00019376503975527707
Finland,FIN,2006,0.24,3.61,190.01,12.02,31.88,12.53,246.45,1145.29,1058.5,79.373,,,5266268.0,3.608057926410126e-05,2.2824512539050423e-06,6.053622793219031e-06,2.3792940275732264e-06,4.679784621671362e-05,0.00021747658873418519,0.00020099622730935835
Finland,FIN,2007,0.28,4.28,226.37,14.31,38.46,15.0,294.14,1176.98,1081.13,79.3911,,,5288720.0,4.2802417220045684e-05,2.7057586712853016e-06,7.272080957207037e-06,2.836225022311637e-06,5.561648187084966e-05,0.00022254534178402336,0.000204421863891452
Finland,FIN,2008,0.28,4.21,223.75,13.77,37.38,15.09,290.0,1141.06,1053.73,79.695,,,5313399.0,4.211052096783998e-05,2.5915614468252807e-06,7.03504479900719e-06,2.8399899951048285e-06,5.4578999243233945e-05,0.0002147514237120156,0.00019831561680197553
Finland,FIN,2009,0.32,4.79,255.97,15.48,43.81,17.06,332.31,1136.47,1043.0901,79.831,,,5338871.0,4.794459352923118e-05,2.89948942388756e-06,8.205854758431137e-06,3.1954321428631633e-06,6.224349679922965e-05,0.00021286710242671158,0.0001953765318547685
Finland,FIN,2010,0.28,3.81,204.09,12.74,36.96,14.79,268.57,1033.25,924.63,80.0116,27.8,10.73588,5363352.0,3.805269540391904e-05,2.3753801726979694e-06,6.891212808706198e-06,2.7576038268605154e-06,5.007502770655366e-05,0.00019265004422607353,0.0001723977840723488
Finland,FIN,2011,0.33,4.23,227.9,14.03,41.35,17.65,300.94,1032.71,929.11,80.3916,,,5388272.0,4.229556340140216e-05,2.6038032229998783e-06,7.67407436001746e-06,3.275632707480246e-06,5.5850929574453554e-05,0.00019165884721483994,0.0001724319039573355
Finland,FIN,2012,0.31,4.03,218.29,13.82,42.02,16.83,290.95,1065.4,936.4,80.5076,,,5413971.0,4.0319757900439434e-05,2.552654973585932e-06,7.761401012306863e-06,3.1086239656621724e-06,5.374059077893103e-05,0.00019678716417210215,0.00017295992165454894
Finland,FIN,2013,0.3,3.9,212.26,13.83,39.3,16.46,281.85,1018.08,889.07996,80.869,,,5438972.0,3.902575707321163e-05,2.542759918602265e-06,7.2256301374597986e-06,3.0263071771650967e-06,5.18204543064388e-05,0.00018718243079758455,0.00016346470619815656
Finland,FIN,2014,0.25,3.13,170.96,11.74,34.51,13.89,231.09,992.49,828.81995,81.0546,,,5461512.0,3.130268687498993e-05,2.149587879693389e-06,6.31876300921796e-06,2.5432517588535924e-06,4.231245852796808e-05,0.00018172440159428378,0.000151756500763891
Finland,FIN,2015,0.24,2.96,162.21,11.32,33.09,13.26,219.88,934.44,781.82,81.3775,24.5,9.43487,5479531.0,2.9602898496239916e-05,2.065870235974575e-06,6.0388379954415815e-06,2.4199151350726914e-06,4.012752186272876e-05,0.0001705328430480638,0.00014268009433654087
Finland,FIN,2016,0.28,3.27,179.77,12.76,37.77,15.28,245.59,960.36,807.04004,81.3029,,,5495303.0,3.271339178203641e-05,2.321982973459334e-06,6.8731423908745345e-06,2.7805564133588263e-06,4.4690893295601715e-05,0.0001747601542626494,0.00014685997114262852
Finland,FIN,2017,0.33,3.73,205.69,15.08,42.79,17.93,281.49,925.17,772.69995,81.4967,,,5508214.0,3.7342412622312785e-05,2.737729507241367e-06,7.768398250322156e-06,3.2551385984640394e-06,5.110367897834035e-05,0.0001679618838338525,0.0001402813961113348
Finland,FIN,2018,0.36,3.9,215.27,15.96,46.75,19.86,297.84,1048.96,858.85,81.6265,22.2,,5515525.0,3.9029829436001105e-05,2.8936501964908146e-06,8.47607435375599e-06,3.6007451693175174e-06,5.400029915556542e-05,0.0001901831647939226,0.00015571500446467018
Finland,FIN,2019,0.37,3.67,202.83,15.6,44.46,20.18,283.08,1032.65,845.29004,81.8643,22.2,9.15577,5521606.0,3.673387778845503e-05,2.8252649681994693e-06,8.052005159368489e-06,3.6547337857862367e-06,5.1267692769096526e-05,0.00018701986342379375,0.00015308771397307233
Finland,FIN,2020,0.42,4.02,222.32,17.55,51.04,23.34,314.24,980.5,797.78,81.8219,21.6,,5529543.0,4.020585426318233e-05,3.173860841664492e-06,9.230419222709725e-06,4.220963649256367e-06,5.6829289509096866e-05,0.00017732025955852047,0.0001442759374508888
Finland,FIN,2021,0.42,4.0,221.62,16.95,50.52,23.13,312.22,1006.55,786.37,81.8137,,,5541017.0,3.9996267833143265e-05,3.059005233154852e-06,9.117459845367738e-06,4.174323955331666e-06,5.634705686699753e-05,0.00018165437860955848,0.00014191799086701954
Finland,FIN,2022,,,,,,,,,,81.2435,,,5556106.0,,,,,,,
Finland,FIN,2023,,,,,,,,,,81.9102,,,5583911.0,,,,,,,
France,FRA,1960,,,,,,,,,,70.3675,,,47412964.0,,,,,,,
France,FRA,1961,,,,,,,,,,70.9582,,,47905982.0,,,,,,,
France,FRA,1962,,,,,,,,,,70.4704,,,48389516.0,,,,,,,
