Country,Year,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Denmark,2022,81.3048780487805,5903037.0,6142.04,36256689375.48
Estonia,2022,77.9439024390244,1348840.0,1926.7228881842,2598840900.4983764
Germany,2022,80.7056097560976,83797985.0,6005.304101562499,503232383023.1728
Iceland,2022,82.1707317073171,382003.0,6208.0,2371474624.0
Ireland,2022,83.0560975609756,5165700.0,6158.993212888199,31815511239.81657
Italy,2022,82.9,59013667.0,2974.02,175507825931.34
Lithuania,2022,75.7926829268293,2831639.0,1811.96,5130816602.440001
Luxembourg,2022,83.0463414634146,653103.0,6747.32,4406694933.96
Norway,2022,82.5609756097561,5457127.0,8432.21,46015640860.67
Poland,2022,77.3048780487805,36821749.0,1188.25,43753443249.25
Portugal,2022,81.5804878048781,10434332.0,2508.42,26173687075.440002
Slovenia,2022,81.2829268292683,2112076.0,2529.7599999999998,5343045381.759999
Sweden,2022,83.109756097561,10486941.0,5800.599999999999,60830549964.59999
United Kingdom,2022,82.0585365853659,67791000.0,4984.4771435559,337902690038.798
