Country,Year,Total,Life_expectancy,Population
Albania,1989,female,76.076,1603351.0
Albania,1989,male,69.853,1624592.0
Albania,1989,total,72.88,3227943.0
Andorra,1989,female,,23966.0
Andorra,1989,male,,26654.0
Andorra,1989,total,,50620.0
Austria,1989,female,78.8,3980555.0
Austria,1989,male,71.9,3639012.0
Austria,1989,total,75.2658536585366,7619567.0
Belarus,1989,female,76.4,5405163.0
Belarus,1989,male,66.8,4764837.0
Belarus,1989,total,71.4829268292683,10170000.0
Belgium,1989,female,79.09,5082566.0
Belgium,1989,male,72.34,4855131.0
Belgium,1989,total,75.6326829268293,9937697.0
Bosnia and Herzegovina,1989,female,74.428,2273207.0
Bosnia and Herzegovina,1989,male,69.01,2160776.0
Bosnia and Herzegovina,1989,total,71.781,4433983.0
Bulgaria,1989,female,75.19,4495116.0
Bulgaria,1989,male,68.42,4381856.0
Bulgaria,1989,total,71.7224390243903,8876972.0
Channel Islands,1989,female,79.661,73143.0
Channel Islands,1989,male,74.524,68358.0
Channel Islands,1989,total,77.211,141501.0
Croatia,1989,female,75.64,2478233.0
Croatia,1989,male,68.23,2289027.0
Croatia,1989,total,71.8446341463415,4767260.0
Cyprus,1989,female,75.566,382009.0
Cyprus,1989,male,71.445,395411.0
Cyprus,1989,total,73.48,777420.0
Czechia,1989,female,75.43,5332695.0
Czechia,1989,male,68.1,5028373.0
Czechia,1989,total,71.6756097560976,10361068.0
Denmark,1989,female,77.75,2603197.0
Denmark,1989,male,71.99,2529397.0
Denmark,1989,total,74.799756097561,5132594.0
Estonia,1989,female,74.7,835135.0
Estonia,1989,male,65.6,732996.0
Estonia,1989,total,70.0390243902439,1568131.0
Faroe Islands,1989,female,79.5,22980.0
Faroe Islands,1989,male,72.5,24978.0
Faroe Islands,1989,total,75.9146341463415,47958.0
Finland,1989,female,78.9,2557332.0
Finland,1989,male,70.88,2407039.0
Finland,1989,total,74.7921951219512,4964371.0
France,1989,female,80.6,29777651.0
France,1989,male,72.3,28165411.0
France,1989,total,76.3487804878049,57943062.0
Germany,1989,female,78.466,40815651.0
Germany,1989,male,72.073,37935632.0
Germany,1989,total,75.1915365853659,78751283.0
Gibraltar,1989,female,76.305,13473.0
Gibraltar,1989,male,72.664,14071.0
Gibraltar,1989,total,74.554,27544.0
Greece,1989,female,79.3,5130612.0
Greece,1989,male,74.2,4958886.0
Greece,1989,total,76.6878048780488,10089498.0
Hungary,1989,female,73.8,5444807.0
Hungary,1989,male,65.33,5036912.0
Hungary,1989,total,69.4617073170732,10481719.0
Iceland,1989,female,80.2,125856.0
Iceland,1989,male,76.18,126996.0
Iceland,1989,total,78.1409756097561,252852.0
Ireland,1989,female,77.302,1765432.0
Ireland,1989,male,71.744,1745577.0
Ireland,1989,total,74.4552195121951,3511009.0
Isle of Man,1989,female,75.418,35160.0
