Country,Year,Total,Life_expectancy,Population
Albania,2016,female,81.377,1452738.0
Albania,2016,male,76.639,1423363.0
Albania,2016,total,78.86,2876101.0
Andorra,2016,female,,35679.0
Andorra,2016,male,,36502.0
Andorra,2016,total,,72181.0
Austria,2016,female,84.1,4444184.0
Austria,2016,male,79.3,4292484.0
Austria,2016,total,81.6414634146342,8736668.0
Belarus,2016,female,79.0,5060389.0
Belarus,2016,male,68.9,4408990.0
Belarus,2016,total,73.8268292682927,9469379.0
Belgium,2016,female,84.0,5752119.0
Belgium,2016,male,79.0,5579303.0
Belgium,2016,total,81.4390243902439,11331422.0
Bosnia and Herzegovina,2016,female,78.768,1822354.0
Bosnia and Herzegovina,2016,male,74.775,1650649.0
Bosnia and Herzegovina,2016,total,76.808,3473003.0
Bulgaria,2016,female,78.5,3664227.0
Bulgaria,2016,male,71.3,3463595.0
Bulgaria,2016,total,74.8121951219512,7127822.0
Channel Islands,2016,female,83.474,82837.0
Channel Islands,2016,male,79.22,81046.0
Channel Islands,2016,total,81.366,163883.0
Croatia,2016,female,81.3,2128986.0
Croatia,2016,male,74.9,1977881.0
Croatia,2016,total,78.0219512195122,4106867.0
Cyprus,2016,female,83.185,612478.0
Cyprus,2016,male,78.945,624634.0
Cyprus,2016,total,81.056,1237112.0
Czechia,2016,female,82.1,5366453.0
Czechia,2016,male,76.1,5199879.0
Czechia,2016,total,79.0268292682927,10566332.0
Denmark,2016,female,82.8,2879019.0
Denmark,2016,male,79.0,2848991.0
Denmark,2016,total,80.8536585365854,5728010.0
Estonia,2016,female,82.2,698661.0
Estonia,2016,male,73.3,617129.0
Estonia,2016,total,77.6414634146342,1315790.0
Faroe Islands,2016,female,84.4,23938.0
Faroe Islands,2016,male,79.8,25526.0
Faroe Islands,2016,total,82.0439024390244,49464.0
Finland,2016,female,84.4,2788351.0
Finland,2016,male,78.6,2706952.0
Finland,2016,total,81.4292682926829,5495303.0
France,2016,female,85.8,34430680.0
France,2016,male,79.5,32293424.0
France,2016,total,82.5731707317073,66724104.0
Germany,2016,female,83.5,41709920.0
Germany,2016,male,78.6,40638749.0
Germany,2016,total,80.990243902439,82348669.0
Gibraltar,2016,female,84.007,16850.0
Gibraltar,2016,male,79.331,16808.0
Gibraltar,2016,total,81.702,33658.0
Greece,2016,female,84.0,5573396.0
Greece,2016,male,78.9,5202575.0
Greece,2016,total,81.3878048780488,10775971.0
Hungary,2016,female,79.7,5132249.0
Hungary,2016,male,72.6,4681774.0
