Country,Year,Total,Life_expectancy,Population
Albania,1991,female,76.631,1629264.0
Albania,1991,male,70.321,1637526.0
Albania,1991,total,73.378,3266790.0
Andorra,1991,female,,26515.0
Andorra,1991,male,,30152.0
Andorra,1991,total,,56667.0
Austria,1991,female,79.1,4033690.0
Austria,1991,male,72.3,3721201.0
Austria,1991,total,75.6170731707317,7754891.0
Belarus,1991,female,75.5,5410497.0
Belarus,1991,male,65.5,4783553.0
Belarus,1991,total,70.3780487804878,10194050.0
Belgium,1991,female,79.67,5114751.0
Belgium,1991,male,72.88,4889735.0
Belgium,1991,total,76.1921951219512,10004486.0
Bosnia and Herzegovina,1991,female,75.314,2284277.0
Bosnia and Herzegovina,1991,male,68.821,2174066.0
Bosnia and Herzegovina,1991,total,72.089,4458343.0
Bulgaria,1991,female,74.88,4382417.0
Bulgaria,1991,male,68.4,4249950.0
Bulgaria,1991,total,71.5609756097561,8632367.0
Channel Islands,1991,female,78.824,74570.0
Channel Islands,1991,male,74.219,69699.0
Channel Islands,1991,total,76.617,144269.0
Croatia,1991,female,75.95,2437472.0
Croatia,1991,male,68.6,2251550.0
Croatia,1991,total,72.1853658536586,4689022.0
Cyprus,1991,female,75.478,391940.0
Cyprus,1991,male,71.975,407004.0
Cyprus,1991,total,73.716,798944.0
Czechia,1991,female,75.75,5304874.0
Czechia,1991,male,68.23,5003704.0
Czechia,1991,total,71.8982926829268,10308578.0
Denmark,1991,female,77.98,2613822.0
Denmark,1991,male,72.47,2540476.0
Denmark,1991,total,75.1578048780488,5154298.0
Estonia,1991,female,74.7,830135.0
Estonia,1991,male,64.3,731179.0
Estonia,1991,total,69.3731707317073,1561314.0
Faroe Islands,1991,female,80.0,22776.0
Faroe Islands,1991,male,72.9,24670.0
Faroe Islands,1991,total,76.3634146341464,47446.0
Finland,1991,female,79.32,2579101.0
Finland,1991,male,71.33,2434639.0
Finland,1991,total,75.2275609756098,5013740.0
France,1991,female,81.1,30103214.0
France,1991,male,72.8,28451028.0
France,1991,total,76.8487804878049,58554242.0
Germany,1991,female,78.7,41310786.0
Germany,1991,male,72.1,38703110.0
Germany,1991,total,75.319512195122,80013896.0
Gibraltar,1991,female,80.41,13131.0
Gibraltar,1991,male,73.427,13767.0
