Country,Year,Total,Life_expectancy,Population
Albania,1985,female,74.589,1467026.0
Albania,1985,male,68.84,1497736.0
Albania,1985,total,71.656,2964762.0
Andorra,1985,female,,20503.0
Andorra,1985,male,,23322.0
Andorra,1985,total,,43825.0
Austria,1985,female,77.4,3973607.0
Austria,1985,male,70.4,3591378.0
Austria,1985,total,73.8146341463415,7564985.0
Belarus,1985,female,75.5,5321529.0
Belarus,1985,male,66.7,4653471.0
Belarus,1985,total,70.9926829268293,9975000.0
Belgium,1985,female,78.08,5043942.0
Belgium,1985,male,71.13,4814366.0
Belgium,1985,total,74.520243902439,9858308.0
Bosnia and Herzegovina,1985,female,73.511,2223227.0
Bosnia and Herzegovina,1985,male,67.957,2107137.0
Bosnia and Herzegovina,1985,total,70.799,4330364.0
Bulgaria,1985,female,74.46,4515961.0
Bulgaria,1985,male,68.15,4444586.0
Bulgaria,1985,total,71.2280487804878,8960547.0
Channel Islands,1985,female,77.927,70285.0
Channel Islands,1985,male,72.435,65790.0
Channel Islands,1985,total,75.266,136075.0
Croatia,1985,female,74.83,2444941.0
Croatia,1985,male,67.13,2256476.0
Croatia,1985,total,70.8860975609756,4701417.0
Cyprus,1985,female,74.862,360363.0
Cyprus,1985,male,70.505,370914.0
Cyprus,1985,total,72.647,731277.0
Czechia,1985,female,74.77,5323783.0
Czechia,1985,male,67.5,5013335.0
Czechia,1985,total,71.0463414634146,10337118.0
Denmark,1985,female,77.47,2594903.0
Denmark,1985,male,71.53,2518788.0
Denmark,1985,total,74.4275609756098,5113691.0
Estonia,1985,female,74.4,817508.0
Estonia,1985,male,64.6,711273.0
Estonia,1985,total,69.3804878048781,1528781.0
Faroe Islands,1985,female,,21878.0
Faroe Islands,1985,male,,23829.0
Faroe Islands,1985,total,,45707.0
Finland,1985,female,78.51,2528692.0
Finland,1985,male,70.14,2373514.0
Finland,1985,total,74.2229268292683,4902206.0
France,1985,female,79.5,29079129.0
France,1985,male,71.3,27586490.0
France,1985,total,75.3,56665619.0
Germany,1985,female,77.461,40581045.0
Germany,1985,male,71.073,37103828.0
Germany,1985,total,74.1890975609756,77684873.0
Gibraltar,1985,female,79.353,14033.0
Gibraltar,1985,male,72.492,14479.0
